ID	TEXT	Ebene2	MEDIA	MARKT	lang	TEXT_cleaned	Length	Category
00021aCUFWT9XHET	Verfuegbar oder vorbestellbar	Unknown	facebooksession	Unknown	de	verfuegbar vorbestellbar	2	3
00021aCUY6CK0GFW	Hallo VodafoneTeam Ich moechte sofort einen Kundenbetreuer persoenlich am Telefon erreichen Der Sprachcomputer akzeptiert meine Nummer nicht weil ich mit EPlus anrufe Ich habe ein P ueber otelo bei euch gekauft und dieses musste repariert werden Ich habe eine Rechnung bekommen mit absolut ueberzogenen Forderungen die in keiner Weise die getaetigten Dienstleistungen widerspiegeln Unter welcher Rufnummer kann ich SOFORT einen Menschen sprechen	Unknown	facebooksession	Unternehmen allgemein	de	moechte sofort Kundenbetreuer persoenlich Telefon erreichen Sprachcomputer akzeptieren Nummer Eplus anrufe ueber otelo kaufen muessen repariert Rechnung bekommen absolut ueberzogenen Forderungen Weise getaetigten dienstleistung widerspiegeln Rufnummer sofort Menschen sprechen	29	3
00021aCUY6CK0Y8N	Hallo wann werdet ihr die Apple Watch eSIMLTE Unterstuetzung implementieren Sie ist ausschlaggebend dafuer ob ich meinem nemnaechst auslaufenden BusinessVertrag verlaengere Sonst bin ich mit Vodafone zufrieden Dies wuerde aber tatsaechlich ein Grund sein den Anbieter zu wechseln ich brauche die Unterstuetzung privat und beruflich Ubrigens Doch noch was zur signifikanten Nachfrage Die Apple Watch ist die am haeufigsten verkaufte Smartwatch Die Apple Watch ist die am haenfigsten verkaufte Uhr insgesamt auch Rolex Breitling Swatch Fossil etc wuerden in diesem Jahr ueberholt Die neue Apple Watch hat nun die Features weswegen die alten Versionen Apple Watch von vielen Nutzer nicht gekauft wurde Sie ist die im Bereich MedicalHealth am haeufigsten verwendete Smartwatch aber erst mit eSIM koennen viele KillerUsecases ueberhaupt realisiert werden Ich entwickle gerade ein Programm zur Steuerung von chronisch kranken Patienten und benoetige eSIM Oder hat einfach die Telekom einfach erstmal eine Exklusivitaet fuer den deutschen Markt Das waere eine Aussage und ich koennte dann die Entscheidung treffen zu welchem Anbieter ich mit meinem und dem Vertrag meiner Mitarbeiter gehe Und Ob ihr die Uhr in selbst vertreibt ist egal die Uhr kann einfach bei Apple gekauft werden es geht nur um die eSIMLTE Funktion Koenntet ihr etwas zur eSIM bei der Apple Watch siehe vorherige Emails in Erfahrung bringen Guten morgen Ist meine Nachricht irgendwie verloren gegangen oder seid ihr dabei das mit eSIM zu klaeren Waere toll zeitnah eine Antwort zu erhalten Danke	Unknown	facebooksession	Mobile Credit	de	wann werdet apple watch esimlte unterstuetzung implementieren ausschlaggebend dafuer nemnaechst auslaufenden businessvertrag verlaengere zufried wuerde tatsaechlich Grund Anbieter wechseln brauche Unterstuetzung privat beruflich Ubrigens signifikanten Nachfrage apple watch haeufigsten verkaufen Smartwatch apple watch haenfigsten verkaufen Uhr insgesamt Rolex Breitling Swatch fossil etc wuerden Jahr ueberholt neu apple watch Features weswegen alt Versionen apple watch Nutzer kaufen Bereich Medicalhealth haeufigsten verwenden Smartwatch erst esim koennen Killerusecases ueberhaupt realisieren entwickle gerade Programm Steuerung chronisch krank Patienten benoetige esim einfach Telekom einfach erstmal Exklusivitaet fuer deutsch Markt waere Aussage koennte Entscheidung treffen Anbieter Vertrag Mitarbeiter gehe Uhr vertreibt egal Uhr einfach apple kaufen gehen esimlte Funktion Koenntet esim apple watch siehen vorherig Emails Erfahrung bringen Nachricht irgendwie verlor gehen seid dabei esim klaeren Waere toll zeitnah Antwort erhalten	125	3
00021aCUY6CK5E9F	Guten Abend Gibt es denn eventuell auch eine kostenlose Kundenhotline bei der man nicht seine Festnetznummer angeben muss um einen Menschen ans Telefon zu bekommen Danke fuer die Antwort	Unknown	facebooksession	Unternehmen allgemein	de	geben eventuell kostenlos Kundenhotline Festnetznummer angeben muessen Menschen ans Telefon bekommen fuer Antwort	13	3
00021aCUY6CK5F7E	Hallo welche E Mail Adresse kann ich nutzen um meine Vertraege zu kuendigen Gruesse	Unknown	facebooksession	Mobile Credit	de	Mail Adresse nutzen Vertraege kuendigen	5	3
00021aCUY6CKA3H3	Liebes VodafoneTeam zu Zeiten als das Unternehmen noch D Mannesmann hiess war ich bereits Kunde und eigentlich die meiste Zeit sehr zufrieden Und verstehen Sie mich bitte nicht falsch auch heute noch bin ich groesstenteils gluecklicher VodafoneKunde und schaetze die gute weiterverbreite Netzqualitaet sehr Als ausserdem grosser Apple Fan verstehe ich jedoch nicht dass Vodafone aktuell scheinbar kein Interesse hegt die Apple Watch ins Sortiment aufzunehmen Ich denke nicht dass man den Zahn er Zeit verpassen moechte doch genau das wird gerade getan Mein Interesse an der Apple Watch hielt sich bis dato immer in Grenzen was moechte ich auch mit einer Uhr die nur in Kombination mit meinem Handy einen Nutzen stiftet Anders sieht es aber bei dem aktuellen Modell aus und darauf haben viele Fans ewig gewartet Und nun muss man leider hoeren dass die Uhr nur bei der Konkurrenz verfuegbar ist In Australien beispeislweise wird Vodafone die Uhr noch dieses Jahr unterstuetzen wieso nicht auch hier Gerne wuerde ich direkt von Ihnen erfahren ob Vodafone gar kein Interesse hegt die Uhr ins Sortiment aufzunehmen Auch habe ich etwas von einem ExklusivVertrag zwischen der Telekom und Apple gelesen was bedeuten wuerde dass Vodafone gar keine Moeglichkeit haette Das wuerde die ganze Geschichte fuer mich in ein anderes Licht ruecken denn es ist ein Unterschied ob man ein Produkt nicht ins Sortiment aufnehmen kann oder schlichtweg nicht will Wenn Vodafone jetzt kein Interesse hat den Zahn der Zeit zu treffen muss ich mir naemlich die Frage stellen ob man als Vodafone Kunde bei Produktinnovationen in der Zukunft immer nur in der zweiten Reihe stehen wird Ich bitte um Stellungnahme und bedanke mich bereits jetzt Mit freundlichen Gruessen Domenico Stagno	Unknown	facebooksession	Unknown	de	lieb Zeiten Unternehmen mannesmann heissen bereits Kunde eigentlich meiste Zeit sehren zufried verstehen bitten falsch heuen groesstenteils gluecklicher Vodafonekunde schaetze gut weiterverbreite Netzqualitaet sehren ausserdem gross apple fan verstehen jedoch dass aktuell scheinbar Interesse hegen apple watch Sortiment aufzunehmen denken dass Zahn Zeit verpassen moechte gerade tun Interesse apple watch halten dato immer Grenzen moechte Uhr Kombination Handy Nutzen stiftet andersen sieht aktuell Modell darauf Fans ewig gewartet muessen leider hoeren dass Uhr Konkurrenz verfuegbar australien beispeislweise Uhr Jahr unterstuetzen wiesoen wuerde direkt erfahren gar Interesse hegen Uhr Sortiment aufzunehmen auchen Exklusivvertrag Telekom apple lesen bedeuten wuerde dass gar Moeglichkeit haette wuerde ganz Geschichte fuer Licht ruecken Unterschied Produkt Sortiment aufnehmen schlichtweg Interesse Zahn Zeit treffen muessen naemlich Frage stellen vodafon Kunde Produktinnovationen Zukunft immer zweit Reihe stehen bitten Stellungnahme bedanke bereits Domenico Stagno	134	3
00021aCUY6CKD8TF	Hey ich wuerde noch datenvolumen erhalten	Unknown	facebooksession	Unternehmen allgemein	de	wuerde datenvolumen erhalten	3	3
00021aCUY6CKDC9A	wir moechten ihre email da wir umziehen Auf ihrer Seite gibt es dabei eine fehlermeldung koennen sie unsere daten aufnehmen und weiterleiten h service nicht in den letzten Minuten	Unknown	facebooksession	FixedNet	de	moechten email umziehen Seite geben dabei fehlermeldung koennen daten aufnehmen weiterleiten service letzt Minuten	14	3
00021aCUY6CKEXAE	Im August wurde mir gesagt dass ich sie im September noch einmal anschreiben soll und man mich dann zurueck ruft Es geht um meinen Vertrag Man wollte mir ein neues Angebot machen und mich als Kunden behalten Wenn dem nicht so is dann hat sich das mit dem Anruf natuerlich erledigt  image Message has attachments Link Das ist meine Nachricht von August nach der ist kurz darauf angerufen wurde image Message has attachments Link	Unknown	facebooksession	Unknown	de	August wurde sagen dass September anschreiben sollen zurueck rufen Vertrag neu Angebot Kunden behalten dannen Anruf natuerlich erledigen image Nachricht August kurz darauf angerufen image	25	3
00021aCUY6CKGP11	Hallo liebes VodafoneTeam am habe ich meinen Vertrag telefonisch verlaengert und mir das iPhone im Zuge der Vertragsverlaengerung bestellt Allerdings habe ich noch keine Bestaetigungsmail bisher erhalten Auch in meiner Vodafone App bzw bei Mein Vodafone auf der Internetseite kann ich noch keine Verlaengerung sehen Koenntet ihr mir sagen ob die Vertragsverlaengerung ueberhaupt eingegeben worden ist und mein iPhone vorbestellt ist Handynummer Kundennummer Vielen Dank im Voraus und liebe Gruesse Lisa Kneisel	Unknown	facebooksession	Unknown	de	lieb Vertrag telefonisch verlaengert iphone Zuge Vertragsverlaengerung bestellen allerdingsen Bestaetigungsmail bish erhalten app bzw Internetseite Verlaengerung sehen Koenntet sagen Vertragsverlaengerung ueberhaupt eingeben worden iphone vorbestellt handynummer Kundennummer Voraus lisa kneisel	30	3
00021aCUY6CKNSKM	Hallo liebes Vodafone Service Team Eigentlich ist es nicht meine Art via soziale Medien meinen Arger mitzuteilen aber nun weiss ich leider keine andere Loesung mehr Allerdings hoffe ich dass es per PN schon loesbar ist Und zwar haben mein Lebensgefaehrte und ich einen Bootsschuppen Beim ersten mal sehen der Gigacube Werbung waren wir sehr angetan aber gleichzeit unsicher ob das Netz fuer uns so ausreicht dass es uns das Geld wert ist im Monat Nun kam die Aktion auf  tage kostenlos testen Wie gerufen fuer uns Also bin ich jahrelange Vodafonekundin in den Vodafone Shop Eppendorfer Baum gegangen und habe mich zu dem Cube beraten lassen Da ich selber aus der Werbung komme kam ich nicht umbei zu fragen ob wirklich keine Kosten anfallen Mit einem Lachen bekam ich zurueck natuerlich nicht Sosnt waere es ja nicht tage kostenlos testen Und wissen Sie was Den EUR fuer das Geraet erlasse ich Ihnen auch Super Also alles abgesprochen den Cube voller Vorfreude mitgenommen und am Wochenende direkt zum Bootsschuppen mitgenommen zum testen Hat auch alles soweit funktioniert Leider mussten wir feststellen dass die Reichweite fuer das Grundstueck nicht ausreicht und das Anschauen von Filmen nicht moeglich ist Nach etwas hin und her haben wir uns also entschlossen den Cube wieder zurueck zu bringen Etwas widerwillig wurde uns der Cube dann auch wieder abgenommen und der Vertrag rueckgaengig gemacht Nun kommts Nur Tage spaeter erhalte ich eine Abbuchung von EUR auf die Rechnungsnr Mit einem Screenshot der Abbuchung bin ich in den Shop gegangen nenne die Rechnungsnummer und es dauert ueber eine halbe Stunde bis mir jemand sagen kann worum es sich hier handelt Der GigaCube kann es nicht sein wurde mir immer wieder bestaetigt Am Ende ist er es doch Das ist die einmalige Anmeldegebuehr sagt man mir Das erste mal ueberhaupt erfahre ich dass es diese Anmeldegebuehr gibt Sie wird nicht zurueckerstattet hoere ich Interessant Wo ist es dann tage KOSTENLOS testen Mit der Dame im Shop laesst sich nicht reden Sie sagt ihr Kollege sei dafuer verantwortlich ist aber im Urlaub Ich bekomme einen Anruf und wenn keiner kommt soll die kommende Woche wiederkommen Gesagt getan  der Anruf kam nicht Der Kollege behauptet nun es ist die Anmeldegebuehr und der Verbrauch Rueckerstattung gaebe es nicht und das waere immer so Auf meine Frage wo das dann Tage KOSTENLOS testen ist gibt man mir keine Antwort Ich waere wohl falsch beraten worden Der Kollege ist aber nicht mehr da und nur sein Chef koenne nun entscheiden was passiert Ich soll in einer Woche wiederkommen sollte ich vorher nicht schon einen Anruf ueber den Ablauf bekommen Und ich kam wieder  da wieder kein Anruf Der Chef haette sich noch nicht gemeldet und ihm im Shop waeren die Haende gebunden Er wuerde mich anrufen wenn sein Chef sich meldet Das muesste in den naechsten Tagen sein Das Postfach waere so voll Das ist nun wieder Wochen her und ich bin nun wirklich wuetend Ich habe explizit nach versteckten kosten gefragt Die Stadt haengt voll mit Plakaten jetzt Tage kostenlos testen und werde dann on Top sowas von unverschaemt behandelt Einen anderen Ansprechpartner nennt mir niemand da man es angeblich im Shop klaeren muss wo man es gekauft hat Der ist aber leider inkompetent und zu Loesungsorientiert Bitte nehmen Sie sich dem Fall an Freundliche Gruesse Antonia Grobien Hallo liebes Vodafone Service Team Eigentlich ist es nicht meine Art via soziale Medien meinen Arger mitzuteilen aber nun weiss ich leider keine andere Loesung mehr Allerdings hoffe ich dass es per PN schon loesbar ist Und zwar haben mein Lebensgefaehrte und ich einen Bootsschuppen Beim ersten mal sehen der Gigacube Werbung waren wir sehr angetan aber gleichzeit unsicher ob das Netz fuer uns so ausreicht dass es uns das Geld wert ist im Monat Nun kam die Aktion auf  tage kostenlos testen Wie gerufen fuer uns Also bin ich jahrelange Vodafonekundin in den Vodafone Shop Eppendorfer Baum gegangen und habe mich zu dem Cube beraten lassen Da ich selber aus der Werbung komme kam ich nicht umbei zu fragen ob wirklich keine Kosten anfallen Mit einem Lachen bekam ich zurueck natuerlich nicht Sosnt waere es ja nicht tage kostenlos testen Und wissen Sie was Den EUR fuer das Geraet erlasse ich Ihnen auch Super Also alles abgesprochen den Cube voller Vorfreude mitgenommen und am Wochenende direkt zum Bootsschuppen mitgenommen zum testen Hat auch alles soweit funktioniert Leider mussten wir feststellen dass die Reichweite fuer das Grundstueck nicht ausreicht und das Anschauen von Filmen nicht moeglich ist Nach etwas hin und her haben wir uns also entschlossen den Cube wieder zurueck zu bringen Etwas widerwillig wurde uns der Cube dann auch wieder abgenommen und der Vertrag rueckgaengig gemacht Nun kommts Nur Tage spaeter erhalte ich eine Abbuchung von EUR auf die Rechnungsnr Mit einem Screenshot der Abbuchung bin ich in den Shop gegangen nenne die Rechnungsnummer und es dauert ueber eine halbe Stunde bis mir jemand sagen kann worum es sich hier handelt Der GigaCube kann es nicht sein wurde mir immer wieder bestaetigt Am Ende ist er es doch Das ist die einmalige Anmeldegebuehr sagt man mir Das erste mal ueberhaupt erfahre ich dass es diese Anmeldegebuehr gibt Sie wird nicht zurueckerstattet hoere ich Interessant Wo ist es dann tage KOSTENLOS testen Mit der Dame im Shop laesst sich nicht reden Sie sagt ihr Kollege sei dafuer verantwortlich ist aber im Urlaub Ich bekomme einen Anruf und wenn keiner kommt soll die kommende Woche wiederkommen Gesagt getan  der Anruf kam nicht Der Kollege behauptet nun es ist die Anmeldegebuehr und der Verbrauch Rueckerstattung gaebe es nicht und das waere immer so Auf meine Frage wo das dann Tage KOSTENLOS testen ist gibt man mir keine Antwort Ich waere wohl falsch beraten worden Der Kollege ist aber nicht mehr da und nur sein Chef koenne nun entscheiden was passiert Ich soll in einer Woche wiederkommen sollte ich vorher nicht schon einen Anruf ueber den Ablauf bekommen Und ich kam wieder  da wieder kein Anruf Der Chef haette sich noch nicht gemeldet und ihm im Shop waeren die Haende gebunden Er wuerde mich anrufen wenn sein Chef sich meldet Das muesste in den naechsten Tagen sein Das Postfach waere so voll Das ist nun wieder Wochen her und ich bin nun wirklich wuetend Ich habe explizit nach versteckten kosten gefragt Die Stadt haengt voll mit Plakaten jetzt Tage kostenlos testen und werde dann on Top sowas von unverschaemt behandelt Einen anderen Ansprechpartner nennt mir niemand da man es angeblich im Shop klaeren muss wo man es gekauft hat Der ist aber leider inkompetent und zu Loesungsorientiert Bitte nehmen Sie sich dem Fall an Freundliche Gruesse Antonia Grobien	Unknown	facebooksession	Unknown	de	lieb Service Team eigentlichen Art via sozial Medien Arger mitzuteilen abern weiss leider Loesung mehr allerdings hoffen dass per Pn schon loesbar zwaren Lebensgefaehrte Bootsschuppen beim ersen mal sehen gigacube werbung angetan gleichzeit unsich Netz fuer ausreicht dass Geld wert Monat kommen Aktion tage kostenlos testen geruf fuer jahrelang Vodafonekundin Shop Eppendorfer Baum gehen Cube beraten lassen selb Werbung kommen kommen umbei fragen wirklich kost anfallen Lachen bekam zurueck natuerlich Sosnt waere ja tage kostenlos testen wissen Eur fuer Geraet erlasse Super absprechen Cube voll Vorfreude mitgenommen Wochenende direkt Bootsschuppen mitgenommen testen soweit funktionieren leider mussten feststellen dass Reichweite fuer Grundstueck ausreicht Anschauen Filmen moeglich entschloss Cube zurueck bringen widerwilligen Cube abgenommen Vertrag rueckgaengig kommts Tage spaeter erhalte Abbuchung Eur Rechnungsnr Screenshot Abbuchung Shop gehen nennen Rechnungsnummer daueren ueber halb Stunde jemand sagen worum handeln gigacube immer bestaetigen Ende einmalig Anmeldegebuehr sagen ersen mal ueberhaupt erfahre dass Anmeldegebuehr geben zurueckerstattet hoere Interessant tage kostenlos testen Dame Shop laesen reden sagen Kollege dafuer verantwortlich Urlaub bekomme Anruf kommen sollen kommend Woche wiederkommen sagen tun Anruf kommen Kollege behaupten Anmeldegebuehr Verbrauch Rueckerstattung gaebe waere immer Frage tage kostenlos testen geben Antwort waere wohl falsch beraten worden Kollege mehr Chef koenne nunen entscheiden passiert sollen Woche wiederkommen sollen vorher schon Anruf ueber Ablauf bekommen kommen Anruf Chef haeten gemeldet Shop waeren Haende binden wuerde anrufen Chef meldet muesste naechsten Tagen Postfach waere soen voll Wochen wirklich wuetend explizit versteckten kosen fragen Stadt haengen voll Plakaten Tage kostenlos testen top sowas unverschaemt behandeln Ansprechpartner nennen niemand angeblich Shop klaeren muessen kaufen leider inkompetent Loesungsorientiert nehmen Fall Freundliche antonia grobien lieb Service Team eigentlichen Art via sozial Medien Arger mitzuteilen abern weiss leider Loesung mehr allerdings hoffen dass per Pn schon loesbar zwaren Lebensgefaehrte Bootsschuppen beim ersen mal sehen gigacube werbung angetan gleichzeit unsich Netz fuer ausreicht dass Geld wert Monat kommen Aktion tage kostenlos testen geruf fuer jahrelang Vodafonekundin Shop Eppendorfer Baum gehen Cube beraten lassen selb Werbung kommen kommen umbei fragen wirklich kost anfallen Lachen bekam zurueck natuerlich Sosnt waere ja tage kostenlos testen wissen Eur fuer Geraet erlasse Super absprechen Cube voll Vorfreude mitgenommen Wochenende direkt Bootsschuppen mitgenommen testen soweit funktionieren leider mussten feststellen dass Reichweite fuer Grundstueck ausreicht Anschauen Filmen moeglich entschloss Cube zurueck bringen widerwilligen Cube abgenommen Vertrag rueckgaengig kommts Tage spaeter erhalte Abbuchung Eur Rechnungsnr Screenshot Abbuchung Shop gehen nennen Rechnungsnummer daueren ueber halb Stunde jemand sagen worum handeln gigacube immer bestaetigen Ende einmalig Anmeldegebuehr sagen ersen mal ueberhaupt erfahre dass Anmeldegebuehr geben zurueckerstattet hoere Interessant tage kostenlos testen Dame Shop laesen reden sagen Kollege dafuer verantwortlich Urlaub bekomme Anruf kommen sollen kommend Woche wiederkommen sagen tun Anruf kommen Kollege behaupten Anmeldegebuehr Verbrauch Rueckerstattung gaebe waere immer Frage tage kostenlos testen geben Antwort waere wohl falsch beraten worden Kollege mehr Chef koenne nunen entscheiden passiert sollen Woche wiederkommen sollen vorher schon Anruf ueber Ablauf bekommen kommen Anruf Chef haeten gemeldet Shop waeren Haende binden wuerde anrufen Chef meldet muesste naechsten Tagen Postfach waere soen voll Wochen wirklich wuetend explizit versteckten kosen fragen Stadt haengen voll Plakaten Tage kostenlos testen top sowas unverschaemt behandeln Ansprechpartner nennen niemand angeblich Shop klaeren muessen kaufen leider inkompetent Loesungsorientiert nehmen Fall Freundliche antonia grobien	530	3
00021aCUY6CKRSR8	Das doch aber nicht die Preise fuer einen Premium Kunden von Vodafone bei meiner letzten Vertragsverlaengerung wuerde mir versichert das ich Platin Kunde bin und fuer ein Handy hoechstens nur noch den obligatorischen  zahlen muss bei Vertragsverlaengerung	Unknown	facebooksession	Unknown	de	Preise fuer premium Kunden letzt Vertragsverlaengerung wuerde versichert Platin Kunde fuer Handy hoechstens nuren obligatorisch zahlen muessen Vertragsverlaengerung	18	3
00021aCUY6CKTPQ3	Message has attachments Link Rechnen koennt ihr	Unknown	facebooksession	Unknown	de	rechnen koennt	2	3
